crim,zn,indus,nox,rm,age,dis,rad,tax,black,lstat,ptratio,medv
0.06905,0.0,2.18,0.458,7.147,54.2,6.0622,3.0,222.0,396.9,5.33,18.7,36.2
0.10793,0.0,8.56,0.52,6.195,54.4,2.7778,5.0,384.0,393.49,13.0,20.9,21.7
0.08221,22.0,5.86,0.431,6.957,6.8,8.9067,7.0,330.0,386.09,3.53,19.1,29.6
25.9406,0.0,18.1,0.679,5.304,89.1,1.6475,24.0,666.0,127.36,26.64,20.2,10.4
0.14866,0.0,8.56,0.52,6.727,79.9,2.7778,5.0,384.0,394.76,9.42,20.9,27.5
0.06417,0.0,5.96,0.499,5.933,68.2,3.3603,5.0,279.0,396.9,9.68,19.2,18.9
0.14932,25.0,5.13,0.453,5.741,66.2,7.2254,8.0,284.0,395.11,13.15,19.7,18.7
0.17446,0.0,10.59,0.489,5.96,92.1,3.8771,4.0,277.0,393.25,17.27,18.6,21.7
2.24236,0.0,19.58,0.605,5.854,91.8,2.422,5.0,403.0,395.11,11.64,14.7,22.7
0.20746,0.0,27.74,0.609,5.093,98.0,1.8226,4.0,711.0,318.43,29.68,20.1,8.1
0.05188,0.0,4.49,0.449,6.015,45.1,4.4272,3.0,247.0,395.99,12.86,18.5,22.5
0.09266,34.0,6.09,0.433,6.495,18.4,5.4917,7.0,329.0,383.61,8.67,16.1,26.4
0.31827,0.0,9.9,0.544,5.914,83.2,3.9986,4.0,304.0,390.7,18.33,18.4,17.8
0.09378,12.5,7.87,0.524,5.889,39.0,5.4509,5.0,311.0,390.5,15.71,15.2,21.7
0.14103,0.0,13.92,0.437,5.79,58.0,6.32,4.0,289.0,396.9,15.84,16.0,20.3
0.22188,20.0,6.96,0.464,7.691,51.8,4.3665,3.0,223.0,390.77,6.58,18.6,35.2
5.66637,0.0,18.1,0.74,6.219,100.0,2.0048,24.0,666.0,395.69,16.59,20.2,18.4
0.46296,0.0,6.2,0.504,7.412,76.9,3.6715,8.0,307.0,376.14,5.25,17.4,31.7
0.01301,35.0,1.52,0.442,7.241,49.3,7.0379,1.0,284.0,394.74,5.49,15.5,32.7
15.288,0.0,18.1,0.671,6.649,93.3,1.3449,24.0,666.0,363.02,23.24,20.2,13.9
0.44178,0.0,6.2,0.504,6.552,21.4,3.3751,8.0,307.0,380.34,3.76,17.4,31.5
0.33045,0.0,6.2,0.507,6.086,61.5,3.6519,8.0,307.0,376.75,10.88,17.4,24.0
0.1712,0.0,8.56,0.52,5.836,91.9,2.211,5.0,384.0,395.67,18.66,20.9,19.5
0.08265,0.0,13.92,0.437,6.127,18.4,5.5027,4.0,289.0,396.9,8.58,16.0,23.9
1.00245,0.0,8.14,0.538,6.674,87.3,4.239,4.0,307.0,380.23,11.98,21.0,21.0
0.0795,60.0,1.69,0.411,6.579,35.9,10.7103,4.0,411.0,370.78,5.49,18.3,24.1
1.51902,0.0,19.58,0.605,8.375,93.9,2.162,5.0,403.0,388.45,3.32,14.7,50.0
0.06588,0.0,2.46,0.488,7.765,83.3,2.741,3.0,193.0,395.56,7.56,17.8,39.8
0.75026,0.0,8.14,0.538,5.924,94.1,4.3996,4.0,307.0,394.33,16.3,21.0,15.6
67.9208,0.0,18.1,0.693,5.683,100.0,1.4254,24.0,666.0,384.97,22.98,20.2,5.0
0.17331,0.0,9.69,0.585,5.707,54.0,2.3817,6.0,391.0,396.9,12.01,19.2,21.8
0.02875,28.0,15.04,0.464,6.211,28.9,3.6659,4.0,270.0,396.33,6.21,18.2,25.0
0.09744,0.0,5.96,0.499,5.841,61.4,3.3779,5.0,279.0,377.56,11.41,19.2,20.0
0.52058,0.0,6.2,0.507,6.631,76.5,4.148,8.0,307.0,388.45,9.54,17.4,25.1
0.15936,0.0,6.91,0.448,6.211,6.5,5.7209,3.0,233.0,394.46,7.44,17.9,24.7
4.54192,0.0,18.1,0.77,6.398,88.0,2.5182,24.0,666.0,374.56,7.79,20.2,25.0
0.1403,22.0,5.86,0.431,6.487,13.0,7.3967,7.0,330.0,396.28,5.9,19.1,24.4
0.62356,0.0,6.2,0.507,6.879,77.7,3.2721,8.0,307.0,390.39,9.93,17.4,27.5
0.10959,0.0,11.93,0.573,6.794,89.3,2.3889,1.0,273.0,393.45,6.48,21.0,22.0
14.4383,0.0,18.1,0.597,6.852,100.0,1.4655,24.0,666.0,179.36,19.78,20.2,27.5
0.04544,0.0,3.24,0.46,6.144,32.2,5.8736,4.0,430.0,368.57,9.09,16.9,19.8
3.69695,0.0,18.1,0.718,4.963,91.4,1.7523,24.0,666.0,316.03,14.0,20.2,21.9
20.0849,0.0,18.1,0.7,4.368,91.2,1.4395,24.0,666.0,285.83,30.63,20.2,8.8
0.03049,55.0,3.78,0.484,6.874,28.1,6.4654,5.0,370.0,387.97,4.61,17.6,31.2
0.38214,0.0,6.2,0.504,8.04,86.5,3.2157,8.0,307.0,387.38,3.13,17.4,37.6
0.1029,30.0,4.93,0.428,6.358,52.9,7.0355,6.0,300.0,372.75,11.22,16.6,22.2
0.10469,40.0,6.41,0.447,7.267,49.0,4.7872,4.0,254.0,389.25,6.05,17.6,33.2
0.11747,12.5,7.87,0.524,6.009,82.9,6.2267,5.0,311.0,396.9,13.27,15.2,18.9
1.13081,0.0,8.14,0.538,5.713,94.1,4.233,4.0,307.0,360.17,22.6,21.0,12.7
0.05083,0.0,5.19,0.515,6.316,38.1,6.4584,5.0,224.0,389.71,5.68,20.2,22.2
0.07244,60.0,1.69,0.411,5.884,18.5,10.7103,4.0,411.0,392.33,7.79,18.3,18.6
0.15038,0.0,25.65,0.581,5.856,97.0,1.9444,2.0,188.0,370.31,25.41,19.1,17.3
0.28955,0.0,10.59,0.489,5.412,9.8,3.5875,4.0,277.0,348.93,29.55,18.6,23.7
0.22969,0.0,10.59,0.489,6.326,52.5,4.3549,4.0,277.0,394.87,10.97,18.6,24.4
9.92485,0.0,18.1,0.74,6.251,96.6,2.198,24.0,666.0,388.52,16.44,20.2,12.6
0.06642,0.0,4.05,0.51,6.86,74.4,2.9153,5.0,296.0,391.27,6.92,16.6,29.9
1.05393,0.0,8.14,0.538,5.935,29.3,4.4986,4.0,307.0,386.85,6.58,21.0,23.1
0.11504,0.0,2.89,0.445,6.163,69.6,3.4952,2.0,276.0,391.83,11.34,18.0,21.4
1.41385,0.0,19.58,0.871,6.129,96.0,1.7494,5.0,403.0,321.02,15.12,14.7,17.0
1.19294,0.0,21.89,0.624,6.326,97.7,2.271,4.0,437.0,396.9,12.26,21.2,19.6
0.01778,95.0,1.47,0.403,7.135,13.9,7.6534,3.0,402.0,384.3,4.45,17.0,32.9
14.2362,0.0,18.1,0.693,6.343,100.0,1.5741,24.0,666.0,396.9,20.32,20.2,7.2
0.03237,0.0,2.18,0.458,6.998,45.8,6.0622,3.0,222.0,394.63,2.94,18.7,33.4
0.09299,0.0,25.65,0.581,5.961,92.9,2.0869,2.0,188.0,378.09,17.93,19.1,20.5
18.0846,0.0,18.1,0.679,6.434,100.0,1.8347,24.0,666.0,27.25,29.05,20.2,7.2
5.58107,0.0,18.1,0.713,6.436,87.9,2.3158,24.0,666.0,100.19,16.22,20.2,14.3
5.29305,0.0,18.1,0.7,6.051,82.5,2.1678,24.0,666.0,378.38,18.76,20.2,23.2
13.6781,0.0,18.1,0.74,5.935,87.9,1.8206,24.0,666.0,68.95,34.02,20.2,8.4
4.64689,0.0,18.1,0.614,6.98,67.6,2.5329,24.0,666.0,374.68,11.66,20.2,29.8
0.12816,12.5,6.07,0.409,5.885,33.0,6.498,4.0,345.0,396.9,8.79,18.9,20.9
0.0837,45.0,3.44,0.437,7.185,38.9,4.5667,5.0,398.0,396.9,5.39,15.2,34.9
1.49632,0.0,19.58,0.871,5.404,100.0,1.5916,5.0,403.0,341.6,13.28,14.7,19.6
3.47428,0.0,18.1,0.718,8.78,82.9,1.9047,24.0,666.0,354.55,5.29,20.2,21.9
0.17142,0.0,6.91,0.448,5.682,33.8,5.1004,3.0,233.0,396.9,10.21,17.9,19.3
15.5757,0.0,18.1,0.58,5.926,71.0,2.9084,24.0,666.0,368.74,18.13,20.2,19.1
0.04666,80.0,1.52,0.404,7.107,36.6,7.309,2.0,329.0,354.31,8.61,12.6,30.3
0.20608,22.0,5.86,0.431,5.593,76.5,7.9549,7.0,330.0,372.49,12.5,19.1,17.6
12.0482,0.0,18.1,0.614,5.648,87.6,1.9512,24.0,666.0,291.55,14.1,20.2,20.8
0.22212,0.0,10.01,0.547,6.092,95.4,2.548,6.0,432.0,396.9,17.09,17.8,18.7
3.32105,0.0,19.58,0.871,5.403,100.0,1.3216,5.0,403.0,396.9,26.82,14.7,13.4
0.32264,0.0,21.89,0.624,5.942,93.5,1.9669,4.0,437.0,378.25,16.9,21.2,17.4
4.0974,0.0,19.58,0.871,5.468,100.0,1.4118,5.0,403.0,396.9,26.42,14.7,15.6
0.05789,12.5,6.07,0.409,5.878,21.4,6.498,4.0,345.0,396.21,8.1,18.9,22.0
0.53412,20.0,3.97,0.647,7.52,89.4,2.1398,5.0,264.0,388.37,7.26,13.0,43.1
15.0234,0.0,18.1,0.614,5.304,97.3,2.1007,24.0,666.0,349.48,24.91,20.2,12.0
2.44668,0.0,19.58,0.871,5.272,94.0,1.7364,5.0,403.0,88.63,16.14,14.7,13.1
6.80117,0.0,18.1,0.713,6.081,84.4,2.7175,24.0,666.0,396.9,14.7,20.2,20.0
0.16439,22.0,5.86,0.431,6.433,49.1,7.8265,7.0,330.0,374.71,9.52,19.1,24.5
0.14052,0.0,10.59,0.489,6.375,32.3,3.9454,4.0,277.0,385.81,9.38,18.6,28.1
0.13642,0.0,10.59,0.489,5.891,22.3,3.9454,4.0,277.0,396.9,10.87,18.6,22.6
0.03738,0.0,5.19,0.515,6.31,38.5,6.4584,5.0,224.0,389.4,6.75,20.2,20.7
2.3139,0.0,19.58,0.605,5.88,97.3,2.3887,5.0,403.0,348.13,12.03,14.7,19.1
0.02543,55.0,3.78,0.484,6.696,56.4,5.7321,5.0,370.0,396.9,7.18,17.6,23.9
0.04297,52.5,5.32,0.405,6.565,22.9,7.3172,6.0,293.0,371.72,9.51,16.6,24.8
0.06664,0.0,4.05,0.51,6.546,33.1,3.1323,5.0,296.0,390.96,5.33,16.6,29.4
0.06888,0.0,2.46,0.488,6.144,62.2,2.5979,3.0,193.0,396.9,9.45,17.8,36.2
0.03041,0.0,5.19,0.515,5.895,59.6,5.615,5.0,224.0,394.81,10.56,20.2,18.5
0.07875,45.0,3.44,0.437,6.782,41.1,3.7886,5.0,398.0,393.87,6.68,15.2,32.0
0.36894,22.0,5.86,0.431,8.259,8.4,8.9067,7.0,330.0,396.9,3.54,19.1,42.8
0.03359,75.0,2.95,0.428,7.024,15.8,5.4011,3.0,252.0,395.62,1.98,18.3,34.9
2.14918,0.0,19.58,0.871,5.709,98.5,1.6232,5.0,403.0,261.95,15.79,14.7,19.4
7.83932,0.0,18.1,0.655,6.209,65.4,2.9634,24.0,666.0,396.9,13.22,20.2,21.4
9.91655,0.0,18.1,0.693,5.852,77.8,1.5004,24.0,666.0,338.16,29.97,20.2,6.3
2.63548,0.0,9.9,0.544,4.973,37.8,2.5194,4.0,304.0,350.45,12.64,18.4,16.1
6.39312,0.0,18.1,0.584,6.162,97.4,2.206,24.0,666.0,302.76,24.1,20.2,13.3
0.80271,0.0,8.14,0.538,5.456,36.6,3.7965,4.0,307.0,288.99,11.69,21.0,20.2
23.6482,0.0,18.1,0.671,6.38,96.2,1.3861,24.0,666.0,396.9,23.69,20.2,13.1
0.10084,0.0,10.01,0.547,6.715,81.6,2.6775,6.0,432.0,395.59,10.16,17.8,22.8
0.09065,20.0,6.96,0.464,5.92,61.5,3.9175,3.0,223.0,391.34,13.65,18.6,20.7
0.07022,0.0,4.05,0.51,6.02,47.2,3.5549,5.0,296.0,393.23,10.11,16.6,23.2
0.18159,0.0,7.38,0.493,6.376,54.3,4.5404,5.0,287.0,396.9,6.87,19.6,23.1
0.1676,0.0,7.38,0.493,6.426,52.3,4.5404,5.0,287.0,396.9,7.2,19.6,23.8
0.03551,25.0,4.86,0.426,6.167,46.7,5.4007,4.0,281.0,390.64,7.51,19.0,22.9
0.06617,0.0,3.24,0.46,5.868,25.8,5.2146,4.0,430.0,382.44,9.97,16.9,19.3
0.04981,21.0,5.64,0.439,5.998,21.4,6.8147,4.0,243.0,396.9,8.43,16.8,23.4
0.49298,0.0,9.9,0.544,6.635,82.5,3.3175,4.0,304.0,396.9,4.54,18.4,22.8
0.21977,0.0,6.91,0.448,5.602,62.0,6.0877,3.0,233.0,396.9,16.2,17.9,19.4
0.05497,0.0,5.19,0.515,5.985,45.4,4.8122,5.0,224.0,396.9,9.74,20.2,19.0
0.04462,25.0,4.86,0.426,6.619,70.4,5.4007,4.0,281.0,395.63,7.22,19.0,23.9
0.35809,0.0,6.2,0.507,6.951,88.5,2.8617,8.0,307.0,391.7,9.71,17.4,26.7
0.21038,20.0,3.33,0.4429,6.812,32.2,4.1007,5.0,216.0,396.9,4.85,14.9,35.1
7.99248,0.0,18.1,0.7,5.52,100.0,1.5331,24.0,666.0,396.9,24.56,20.2,12.3
0.08221,22.0,5.86,0.431,6.957,6.8,8.9067,7.0,330.0,386.09,3.53,19.1,29.6
0.03932,0.0,3.41,0.489,6.405,73.9,3.0921,2.0,270.0,393.55,8.2,17.8,22.0
0.05425,0.0,4.05,0.51,6.315,73.4,3.3175,5.0,296.0,395.6,6.29,16.6,24.6
0.40771,0.0,6.2,0.507,6.164,91.3,3.048,8.0,307.0,395.24,21.46,17.4,21.7
0.08014,0.0,5.96,0.499,5.85,41.5,3.9342,5.0,279.0,396.9,8.77,19.2,21.0
0.03768,80.0,1.52,0.404,7.274,38.3,7.309,2.0,329.0,392.2,6.62,12.6,34.6
2.81838,0.0,18.1,0.532,5.762,40.3,4.0983,24.0,666.0,392.92,10.42,20.2,21.8
3.56868,0.0,18.1,0.58,6.437,75.0,2.8965,24.0,666.0,393.37,14.36,20.2,23.2
6.71772,0.0,18.1,0.713,6.749,92.6,2.3236,24.0,666.0,0.32,17.44,20.2,13.4
0.61154,20.0,3.97,0.647,8.704,86.9,1.801,5.0,264.0,389.7,5.12,13.0,50.0
2.44953,0.0,19.58,0.605,6.402,95.2,2.2625,5.0,403.0,330.04,11.32,14.7,22.3
0.21409,22.0,5.86,0.431,6.438,8.9,7.3967,7.0,330.0,377.07,3.59,19.1,24.8
0.18337,0.0,27.74,0.609,5.414,98.3,1.7554,4.0,711.0,344.05,23.97,20.1,7.0
4.83567,0.0,18.1,0.583,5.905,53.2,3.1523,24.0,666.0,388.22,11.45,20.2,20.6
1.6566,0.0,19.58,0.871,6.122,97.3,1.618,5.0,403.0,372.8,14.1,14.7,21.5
0.34109,0.0,7.38,0.493,6.415,40.1,4.7211,5.0,287.0,396.9,6.12,19.6,25.0
0.26938,0.0,9.9,0.544,6.266,82.8,3.2628,4.0,304.0,393.39,7.9,18.4,21.6
0.62739,0.0,8.14,0.538,5.834,56.5,4.4986,4.0,307.0,395.62,8.47,21.0,19.9
0.07978,40.0,6.41,0.447,6.482,32.1,4.1403,4.0,254.0,396.9,7.19,17.6,29.1
0.57529,0.0,6.2,0.507,8.337,73.3,3.8384,8.0,307.0,385.91,2.47,17.4,41.7
0.11432,0.0,8.56,0.52,6.781,71.3,2.8561,5.0,384.0,395.58,7.67,20.9,26.5
0.03659,25.0,4.86,0.426,6.302,32.2,5.4007,4.0,281.0,396.9,6.72,19.0,24.8
2.3004,0.0,19.58,0.605,6.319,96.1,2.1,5.0,403.0,297.09,11.1,14.7,23.8
0.25199,0.0,10.59,0.489,5.783,72.7,4.3549,4.0,277.0,389.43,18.06,18.6,22.5
0.29916,20.0,6.96,0.464,5.856,42.1,4.429,3.0,223.0,388.65,13.0,18.6,21.1
1.61282,0.0,8.14,0.538,6.096,96.9,3.7598,4.0,307.0,248.31,20.34,21.0,13.5
4.66883,0.0,18.1,0.713,5.976,87.9,2.5806,24.0,666.0,10.48,19.01,20.2,12.7
0.02731,0.0,7.07,0.469,6.421,78.9,4.9671,2.0,242.0,396.9,9.14,17.8,21.6
0.37578,0.0,10.59,0.489,5.404,88.6,3.665,4.0,277.0,395.24,23.98,18.6,19.3
9.82349,0.0,18.1,0.671,6.794,98.8,1.358,24.0,666.0,396.9,21.24,20.2,13.3
11.1604,0.0,18.1,0.74,6.629,94.6,2.1247,24.0,666.0,109.85,23.27,20.2,13.4
4.03841,0.0,18.1,0.532,6.229,90.7,3.0993,24.0,666.0,395.33,12.87,20.2,19.6
0.08447,0.0,4.05,0.51,5.859,68.7,2.7019,5.0,296.0,393.23,9.64,16.6,22.6
7.05042,0.0,18.1,0.614,6.103,85.1,2.0218,24.0,666.0,2.52,23.29,20.2,13.4
0.3692,0.0,9.9,0.544,6.567,87.3,3.6023,4.0,304.0,395.69,9.28,18.4,23.8
0.03502,80.0,4.95,0.411,6.861,27.9,5.1167,4.0,245.0,396.9,3.33,19.2,28.5
18.811,0.0,18.1,0.597,4.628,100.0,1.5539,24.0,666.0,28.79,34.37,20.2,17.9
0.85204,0.0,8.14,0.538,5.965,89.2,4.0123,4.0,307.0,392.53,13.83,21.0,19.6
73.5341,0.0,18.1,0.679,5.957,100.0,1.8026,24.0,666.0,16.45,20.62,20.2,8.8
0.09252,30.0,4.93,0.428,6.606,42.2,6.1899,6.0,300.0,383.78,7.37,16.6,23.3
0.10153,0.0,12.83,0.437,6.279,74.5,4.0522,5.0,398.0,373.66,11.97,18.7,20.0
0.1265,25.0,5.13,0.453,6.762,43.4,7.9809,8.0,284.0,395.58,9.5,19.7,25.0
0.1396,0.0,8.56,0.52,6.167,90.0,2.421,5.0,384.0,392.69,12.33,20.9,20.1
0.12802,0.0,8.56,0.52,6.474,97.1,2.4329,5.0,384.0,395.24,12.27,20.9,19.8
0.12744,0.0,6.91,0.448,6.77,2.9,5.7209,3.0,233.0,385.41,4.84,17.9,26.6
0.31533,0.0,6.2,0.504,8.266,78.3,2.8944,8.0,307.0,385.05,4.14,17.4,44.8
14.3337,0.0,18.1,0.7,4.88,100.0,1.5895,24.0,666.0,372.92,30.62,20.2,10.2
14.3337,0.0,18.1,0.614,6.229,88.0,1.9512,24.0,666.0,383.32,13.11,20.2,21.4
0.02729,0.0,7.07,0.469,7.185,61.1,4.9671,2.0,242.0,392.83,4.03,17.8,34.7
1.27346,0.0,19.58,0.605,6.25,92.6,1.7984,5.0,403.0,338.92,5.5,14.7,27.0
0.11329,30.0,4.93,0.428,6.897,54.3,6.3361,6.0,300.0,391.25,11.38,16.6,22.0
3.67367,0.0,18.1,0.583,6.312,51.9,3.9917,24.0,666.0,388.62,10.58,20.2,21.2
12.2472,0.0,18.1,0.584,5.837,59.7,1.9976,24.0,666.0,24.65,15.69,20.2,10.2
0.11027,25.0,5.13,0.453,6.456,67.8,7.2255,8.0,284.0,396.9,6.73,19.7,22.2
0.5405,20.0,3.97,0.575,7.47,52.6,2.872,5.0,264.0,390.3,3.16,13.0,43.5
0.0578,0.0,2.46,0.488,6.98,58.4,2.829,3.0,193.0,396.9,5.04,17.8,37.2
0.08707,0.0,12.83,0.437,6.14,45.8,4.0905,5.0,398.0,386.96,10.27,18.7,20.8
0.08387,0.0,12.83,0.437,5.874,36.6,4.5026,5.0,398.0,396.06,9.1,18.7,20.3
0.13554,12.5,6.07,0.409,5.594,36.8,6.498,4.0,345.0,396.9,13.09,18.9,17.4
0.01501,90.0,1.21,0.401,7.923,24.8,5.885,1.0,198.0,395.52,3.16,13.6,50.0
5.44114,0.0,18.1,0.713,6.655,98.2,2.3552,24.0,666.0,355.29,17.73,20.2,15.2
0.04011,80.0,1.52,0.404,7.287,34.1,7.309,2.0,329.0,396.9,4.08,12.6,33.3
0.21124,12.5,7.87,0.524,5.631,100.0,6.0821,5.0,311.0,386.63,29.93,15.2,16.5
0.22489,12.5,7.87,0.524,6.377,94.3,6.3467,5.0,311.0,392.52,20.45,15.2,15.0
0.98843,0.0,8.14,0.538,5.813,100.0,4.0952,4.0,307.0,394.54,19.88,21.0,14.5
0.35114,0.0,7.38,0.493,6.041,49.9,4.7211,5.0,287.0,396.9,7.7,19.6,20.4
16.8118,0.0,18.1,0.7,5.277,98.1,1.4261,24.0,666.0,396.9,30.81,20.2,7.2
2.01019,0.0,19.58,0.605,7.929,96.2,2.0459,5.0,403.0,369.3,3.7,14.7,50.0
11.5779,0.0,18.1,0.7,5.036,97.0,1.77,24.0,666.0,396.9,25.68,20.2,9.7
0.02177,82.5,2.03,0.415,7.61,15.7,6.27,2.0,348.0,395.38,3.11,14.7,42.3
4.75237,0.0,18.1,0.713,6.525,86.5,2.4358,24.0,666.0,50.92,18.13,20.2,14.1
0.05059,0.0,4.49,0.449,6.389,48.0,4.7794,3.0,247.0,396.9,9.62,18.5,23.9
0.79041,0.0,9.9,0.544,6.122,52.8,2.6403,4.0,304.0,396.9,5.98,18.4,22.1
0.01951,17.5,1.38,0.4161,7.104,59.5,9.2229,3.0,216.0,393.24,8.05,18.6,33.0
0.21719,0.0,10.59,0.489,5.807,53.8,3.6526,4.0,277.0,390.94,16.03,18.6,22.4
1.22358,0.0,19.58,0.605,6.943,97.4,1.8773,5.0,403.0,363.43,4.59,14.7,41.3
10.233,0.0,18.1,0.614,6.185,96.7,2.1705,24.0,666.0,379.7,18.03,20.2,14.6
0.95577,0.0,8.14,0.538,6.047,88.8,4.4534,4.0,307.0,306.38,17.28,21.0,14.8
0.07013,0.0,13.89,0.55,6.642,85.1,3.4211,5.0,276.0,392.78,9.69,16.4,28.7
14.4208,0.0,18.1,0.74,6.461,93.3,2.0026,24.0,666.0,27.49,18.05,20.2,9.6
0.35233,0.0,21.89,0.624,6.454,98.4,1.8498,4.0,437.0,394.08,14.59,21.2,17.1
0.03306,0.0,5.19,0.515,6.059,37.3,4.8122,5.0,224.0,396.14,8.51,20.2,20.6
0.63796,0.0,8.14,0.538,6.096,84.5,4.4619,4.0,307.0,380.02,10.26,21.0,18.2
